keyword,label,category,text
,0,ทั่วไป,"เงินที่จ่ายให้ประกัน100,000สามารถทำทุนชีวิตได้เป็นสิบล้านและถ้าผสมดีๆยังมีประกันโรคร้ายแรงทุน34ล้านได้อีกค่ารักษามะเร็ง3ล้านก็ยังได้ปล.ถ้าเอา100,000ไปซื้อประกันชีวิตแบบเพียวๆก็จะได้ทุนชีวิต56ล้านเลย(ถ้าผสมTERMก็10ล้านสบายๆ)แต่ถ้าเอาไปซื้อประกันออมทรัพย์ก็จะได้ทุนชีวิตล้านนิดๆแล้วแต่สัญญา"
,0,ทั่วไป,โหดมากในอเมริกามีแอพที่ชื่อCitizenเป็นแอพที่เปิดให้ผู้ใช้รายงานเหตุร้ายผ่านแอพได้เพื่อเตือนผู้ใช้งานคนอื่นว่ามีเหตุอันตรายใดๆรอบตัวบ้างเวอร์ชันหลังๆเลยพัฒนาเรื่องฐานข้อมูลมากขึ้นในภาพคือเวอร์ชันPlusจะเจอว่าใครเจอจับ/เกิดเหตุเรื่องคุกคามทางเพศบ้างในพื้นที่จำนวนคือ
,0,ทั่วไป,พวงกุญแจน้องกะปินุ่มนิ่มน่าบีบมากใครหาตุ๊กตาห้อยกุญแจหรือกระเป๋าแนะนำเลยงับ14บาทเอง
,0,ทั่วไป,เจอคลิปนี้มาสอนดีน้าาอยากได้ลอนแบบไหนบอกเป็นจำนวนทบที่ต้องม้วนไปเลยแบบที่2คือสวยพอดีมากกก(แต่เดี๋ยวลองทำจริงก็จะงงเหมือนเดิม555555)
,0,ทั่วไป,คบกับคนที่ชอบอะไรเหมือนๆกันมันดีตรงที่แทบไม่ต้องมานั่งพยายามปรับอะไรมากมายไม่ต้องหนื่อยมาคอยทะเลาะเพราะชอบอะไรต่างกันมองตาก็รู้ใจเข้าใจกันมากกว่าทำกิจกรรมที่ใช้เวลาร่วมกันก็ได้เยอะกว่าคือแม่งต้องน่ารักมากๆแน่แค่คิดก็มีความสุขละอยากลองคบกับคนแบบนี้แกก็มาสักทีดิ
,0,ทั่วไป,ootdเสื้อตัวโปรดยกให้เชิ้ตของSarinเท่านั้นผูกโบว์น่ารักใส่เป็นร้อยครั้งก็ไม่เบื่อฟีลลุคคุณหนูมากผ้าดีแบบคัตติ้งเนี๊ยบสวยจริงเชื่อผม
,0,ทั่วไป,เป็นคนไม่เก่งอังกฤษเท่าไหร่แต่ต้องใช้ศัพท์เกี่ยวกับอาหารเยอะเลยต้องพยายามโน๊ตไว้ดู555
,0,ทั่วไป,กราบคนคิดไอเดียขาตั้งจุดยากันยุงแบบนี้จากที่วางยากันยุงเกะกะดูน่ารักกลายเป็นของแต่งบ้านไปเลย
,0,ทั่วไป,"เที่ยงคืนนี้ลาน่าจะปล่อย""TakeMeHome,CountryRoads""เวอร์ชั่นcoverผ่านทุกช่องทางสตรีมมิ่งเตรียมหูเคลือบทองกันได้เลย"
,0,ทั่วไป,ชอบไทป์แฟนที่เหมือนเพื่อนได้ด้วยในบางเวลากวนตีนตลกเป็นหลักเพราะพวกนี้เวลามันนิ่งหรืออ้อนคือตายไปเลยฮอตเกินหมาเด่กไม่มีจริง
,0,ทั่วไป,สายผลิตประเทศนี้สิ้นแล้วกรมทรัพย์สินทางปัญญา​ใช้AIเจนรูปกูเหลือจะเชื่อ...
,0,ทั่วไป,อันนี้แค่สงสัยว่าทำไมคนขำเยอะแล้วยิ่งบอกว่าเรียนโรงเรียนเดียวกับอลินอลันแล้วน้องทั้ง2ก็บอกว่าไม่มีเพื่อนเหมือนกันแล้วยิ่งมีคนขำอยากรู้ว่าขำอะไรอยากขำด้วยเพราะไม่ได้ติดตามเด็กอยากเข้าใจว่าอันนี้มุกหรอเพราะฟังแล้วน้ำตาคลอสงสารน้องสรุปมันเรื่องขำหรืออะไร
,0,ทั่วไป,โรเซ่เป็นพลเมืองเครือจักรภพอังกฤษเพราะมีสัญชาตินิวซีแลนด์ทำให้ได้ตราเครื่องราชแบบfullhonorส่วนเมมเบอร์อื่นเป็นเครื่องราชแบบกิตติมศักดิ์เหมือนที่มอบให้คนต่างชาติอื่นโรเซ่ยังได้รับเกียรติใช้ชื่อนามห้อยท้ายตามศักดิ์ที่เพิ่งได้รับการแต่งตั้งด้วย#ROSÉ
,0,ทั่วไป,โรเซ่พูดถึงการอัพรูปในigน้องบอกว่ารูปแรกของแต่ละเซ็ตที่ลงจะเป็นรูปที่เข้ากับฟีด(ฟีลคุมโทน)ต่อให้น้องจะชอบรูปหนึ่งมากๆแต่ถ้ามันไม่เข้ากับฟีดก็จะเอาไว้หลังๆรู้ว่าลงแบบนี้จะได้ไลค์ไม่เยอะและรู้ว่ารูปแบบไหนที่มีคนชอบเยอะแต่มันไม่ใช่แนวของน้องน้องแค่อยากลงตามใจตัวเอง#ROSÉ#로제
,0,ทั่วไป,มาบอกทริคติดกิฟยังไงให้ดูไม่เด๋อทำตามพสคนนี้คือเริสทุกคนทำตามได้เทคนิคเล็กๆแต่ช่วยได้เยอะเลยดูดีขึ้นจริงๆ
,0,ทั่วไป,ชอบประโยคนี้“We’reallbadinsomeone’sstory.”ในเรื่องที่คนอื่นเล่าเราต่างเคยเป็นตัวร้ายเราต่างเคยถูกนินทาหรือพูดถึงในแง่ไม่ดีแค่จำไว้เสมอว่าเราคือคนเดียวที่รู้ดีที่สุดว่าจริงๆแล้วเราเป็นคนอย่างไรและคนที่เราเป็นจริงๆต่างหากที่สำคัญไม่ใช่ตัวเราในเรื่องเล่าคนอื่น
,0,ทั่วไป,มาสก์บ่อยแบบประหยัดlululunmedihealbanobagirealbarrierskin1004innisfreesomebymi
,0,ทั่วไป,ทุกอย่างในโลกเร่งได้ค่ะต้องมีข้อใดข้อหนึ่ง1.เงินที่มากพอ2.ให้แม่มึงมาทำ
,0,ทั่วไป,"จะมาสอนวิธีตอบกลับเวลาคนขอโทษแบบไม่จริงใจสมมติเวลาได้ยินคำว่า“I’msorryyoufeeloffended”ให้ตอบกลับไปว่า“Don’tapologizeforwhatIfelt,apologizeforwhatyoudid”คือไม่ต้องมาขอโทษที่ชั้นรู้สึกแย่ขอโทษที่เธอ“ทำให้ชั้น”รู้สึกแย่ต่างหากมันต่างกันนะ"
,0,ทั่วไป,เวลาเห็นส่วนลดอะไรแบบนี้แล้วมีแรงใจอยากเสียเงินมากกกสนับสนุนให้นักช้อปทุกคนใช้ทริคนี้ตอน11.11เดี๋ยวจะบอกวิธีซื้อยังไงให้ได้ราคาดีที่สุด
,0,ทั่วไป,11.11เธรดรวมพิกัดสเวตเตอร์น่ารักคุมโทนเน้นสีขาวครีมเบจเหมาะจะเป็นAirportLookเป็นที่สุด
,0,ทั่วไป,ทริคเล็กๆสำหรับการซื้อรถถ้ายังไม่ต้องรีบใช้รถให้เล็งรุ่นที่ชอบไว้แล้วเอาตารางผ่อนดาวน์มาดูถ้ารถ1ล้านดาวน์300kผ่อนเดือนละ15k4ปีให้เราฝากประจำ300kและฝากประจำแบบเก็บทุกเดือนเดือนละ15kพวกนี้จะ2ปีถ้าหมด2ปีแล้วเรายังเก็บเงินตามแผนได้สบายแสดงว่าถ้าซื้อรถ1ล้านผ่อน4ปีเราทำได้แน่แล้วตอนนั้นเงินเก็บก็เยอะขึ้นอาจเปลี่ยนรุ่นรถเป็นรุ่นใหม่ๆหรือเพิ่มวงเงินดาวหรือกัดฟันเก็บอีกปีออกรถเงินสดภาระหนี้ก็ลดลงไปมากแต่ถ้าเก็บเงินแบบนี้ตึงเกินก็ลดการเก็บลง(ไม่มีภาระเพราะเก็บเงินไม่ใช่ผ่อน)แล้วอาจจะมองรถรุ่นอื่นๆแทน**ทำได้นะเราทำแล้วออกเงินสดเลยเพราะเปลี่ยนรุ่นรถและราคารถมันลดลง**
,0,ทั่วไป,อยู่ภูเก็ตมา4วันไปหาไรกินมาแล้ว20กว่าร้านทริปนี้มาแบบปล่อยใจจอยๆไม่ได้แพลนอะไรมาเลยเน้นถามในเพจหารีวิวหน้างานเลยขอแวะรีวิวแต่ละร้านให้สั้นๆความเห็นส่วนตัวล้วนๆและที่ต้องรีวิวอีกอย่างคือคนภูเก็ตน่ารักจังเลยใจดีด้วยแฮปปี้มากที่มาเที่ยว
,0,ทั่วไป,เห็นผ่านทลอีกแปะอีกรอบหากใครบุพการีในสายเลือดตายแล้วธนาคารหรือจากแหล่งอื่นยื่นอะไรแปลกๆให้เซ็นอย่าพึ่งเซ็นนะไม่อย่างนั้นเราจะกลายเป็น“ลูกหนี้”รายต่อไปต่อจากคนตายค่ะคนไม่รู้เยอะมากและต้องรู้ก่อนเราจะตกลงกับดักของธนาคาร
,0,ทั่วไป,ทำไมพัสดุยังไม่มาส่งอีกวะสั่งไปตั้งสองนาทีแล้ว
,0,ทั่วไป,ไอเชี้ยมหาลัยมันเปลืองยาดมจังวะ
,0,ทั่วไป,ขอมาป้ายยาGuessสีขาวต่อค่าน้องลดราคา50สวยelegantให้ลุคลูกคุณสุดๆแบบสวยไม่แพ้สีดำเลย
,0,ทั่วไป,֒แจกพิกัดเสื้อผ้าใส่ไปคอนเสิร์ตราคาไม่เกิน99บาท!ได้ลุคชิลๆใส่สบายพร้อมเต้นในคอน
,0,ทั่วไป,เป็นเข็มขัดที่เหมือนจะธรรมดาเรียบๆแต่ดูมีอะไรดูแพงมากเลยสั่งทำจากหนังแท้ราคาไม่ถึงสองร้อยเองต้องโดนคนรอบข้างถามตลอดว่าซื้อมากี่พัน
,0,ทั่วไป,คืนวันที่1415ธ.ค.จะมีฝนดาวตกเจมินิดส์เน้ออัตราการตก120150ดวงต่อชม.เลยไปชวนคนโปรดดูๆ
,0,ทั่วไป,เพิ่งเจอมาทฤษฎีevileye:เวลาคิดจะทำอะไรอย่าบอกคนอื่นถ้ายังไม่สำเร็จเพราะเราจะได้รับพลังงานลบๆจากคนอื่นเช่นความกังขาจะทำได้หรอความคาดหวังกลัวเสียหน้าถ้าแป้กจะพาลให้เราหมดกำลังใจไปก่อนไม่ว่าด้วยหลักไสยฯวิทย์ฯจิตฯแต่ฉันเป็นงี้จริงๆแต่เวลาตั้งใจทำเงียบๆอะจะได้ทำ
,0,ทั่วไป,พิกัดเสื้อผ้าสำหรับคนงบน้อยไม่เกิน100บ.ก็สวยได้ใส่ไปเที่ยวไปดูคอนได้แบบราคาสบายกระเป๋า
,0,ทั่วไป,เชี้ยยยยยยยใครพลาดคือรอไปอีก75ปีเลยนะกุต้องดูให้ด้ายเพราะคนปากดีแบบกุคงอยุ่ไม่ถึง55555
,0,ทั่วไป,สร้อยร้านนี้คือลดราคาเยอะมากกกก7080อะเหลือหลักสิบถึงร้อยนิดๆเองแต่สวยแพงสุดตัวอักษรเปลี่ยนเป็นตัวอื่นได้ค่าา
,0,ทั่วไป,"วันนี้Skechersลดโหดมากอย่างคู่นี้ลดไปเกือบ3,000บาทเลยเหลือแค่1,000"
,0,ทั่วไป,เปิดกรุcardigansทุกแบบที่มีจากลซดคัดมาใหัแล้วทุกตัวเน้นผ้าดีใส่ได้นานเอาไว้ใส่กันหนาวกันแดด
,0,ทั่วไป,ถ้าอ่านหนังสือแล้วรู้สึกง่วงให้นอนเลยไม่ต้องฝืนตื่นเมื่อไหร่ค่อยอ่านหนังสือไม่หายไปไหนหรอก
,0,ทั่วไป,คราบเหลืองโรลออนคราบกันแดดคราบรองพื้นบนเสื้อผ้าโดยเฉพาะเสื้อขาวที่ซักไม่ออกอย่าเพิ่งทิ้งลองเอาน้ำส้มสายชูราดๆแล้วแช่ดูก่อนข้ามวันไปเลยยิ่งดีเอามาซักขยี้อีกทีออกแน่นอนดีใจเหมือนได้เสื้อใหม่
,0,ทั่วไป,Jobthaiคนโทรมาโน1ส่วนรวมบอกลางๆเล็กJobtopgunคนโทรมาโน2บอเล็กบอกลางบอใหญ่แต่แอปเหี้ยเสิร์ชงานยากJobsdbบอใหญ่ๆของไทยส่วนมากอยู่ในนี้โทรมายากโน2Linkedinบออินเตอร์บอโน1การแข่งขันสูงโทรมายากสุดแนะนำอย่าส่องหน้าโปรไฟล์คนอื่นมากบางคนโปรไฟล์เทพเหมือนไม่เดิน
,0,ทั่วไป,ถ้าให้เรียงนะ1.Jobdb2.Jobtopgun...100.Jobthaiไปพักค่ะ
,0,ทั่วไป,น่ารักกแก๊งคาปิบาร่าสะพายเป๋าเต่ามีไซส์มินิด้วยยร้านมีเปิดพรีนะคะแบบพวงกุญแจและตุ๊กตามีให้เลือกหลายไซส์หลายแบบค่ะ
,0,ทั่วไป,"เปิดจองน้องคนนี้ค่าาเป็นกระเป๋าสะพายที่ปรับสายได้สามแบบcrossbodyสะพายไหล่หรือสะพายแบบกระเป๋านักเรียนก็ได้ใบไม่ใหญ่ไปกำลังพอดีเลยค่ะใส่โทรศัพท์airpodsและเครื่องสำอางได้มีสองสีสีน้ำตาล,สีดำใบละ219ค่ะ"
,0,ทั่วไป,เป็นตอนที่น่ารักมากๆแต่ก็เศร้ามากเพราะเหล่าหมาเด็กถูกใส่ถุงเอามาโยนทิ้งลงแม่น้ำถ้าเจอร์รี่ไม่มาเห็นแล้วช่วยน้องไว้ไม่อยากจะคิดเลยว่าเด็กๆจะเป็นยังไง
,0,ทั่วไป,ไวบ์nycgirlสุดๆ
,0,ทั่วไป,ช่วงเที่ยวSwitzerlandที่ดีที่สุดแบบไม่ต้องห่วงเรื่องที่เที่ยว/รถราง/activitiesอะไรปิดคือช่วงsummerอย่างพฤษภาคมเป็นต้นไปแต่อย่าไปJulyเลยเพราะอาจจะร้อนเกิน5555
,0,ทั่วไป,รวมOutfitราคาเบาหวิวไม่สร้างบ้านใส่แล้วมีเสน่ห์สุดๆดีไซน์สวยคัทติ้งดีตำมาจากlazlookถูกและดีคุ้ม!
,0,ทั่วไป,ผึ้งน้อยตัวอ้วนๆ
,0,ทั่วไป,ไอแมวตัวนี้น่ารักมากกดูความขนปุยความตาแป๋วความพุงใหย่หน้าตาจิ้มลิ้มน่ารักกกฮืออขนนุ่มกอดอุ่นๆเลย36cmตัวเร่กๆพอดีมือ
,0,ทั่วไป,ถ้าดูคลิปนี้แล้วจะรักเจนนี่เพิ่มขึ้นอีก100เท่าคิดดูนะถ้าเป็นเราที่ทิ้งอนาคตหยุดเรียนเพื่อไปเป็นเด็กฝึกที่ไม่รู้ว่าจะได้เดบิวต์มั้ยอนาคตที่ขึ้นอยู่กับการเดบิวต์อ่ะแล้วเจนนี่อยู่ในค่ายมานานที่สุดเค้าได้แต่นั่งมองเพื่อนที่เคยฝึกด้วยกันลาออกบ้างยอมแพ้บ้างเพื่อนทยอยออกไปทีละคนสองคนจนเหลือแค่เค้าคนเดียวแล้วเริ่มมีเด็กใหม่เข้ามาอ่ะแล้วเราอายุแค่1415ยังคิดไม่ได้ขนาดนั้นหรอกอาจจะเห็นแก่ตัวก็ได้ใครจะรู้ซึ่งมันก็ไม่ได้ผิดเพราะมันคือการแข่งขันจะมาสอนจะมาบอกอะไรถ้าเธอเก่งกว่าฉันฉันอาจจะไม่ได้เดบิวต์ก็ได้เราอาจจะคิดแบบนั้นก็ได้แต่ไม่ใช่กับเจนนี่เจนนี่ดูแลทุกคนอย่างดีมากคอยบอกคอยสอนคนนี้พูดเกาหลียังไม่ได้หรอโอเคเดี๋ยวเราจะพูดภาษาอังกฤษกับเธอเธอจะได้ไม่รู้สึกโดดเดี่ยวคนนี้เต้นยังไม่เป็นหรอเดี๋ยวเราจะสอนเธอเองคนนี้พูดภาษาอังกฤษไม่ได้แต่ภาษาอังกฤษสำคัญเดี๋ยวเราช่วยสอนเธอให้แกเค้าแสนดีมาก
,0,ทั่วไป,เคยยยยยเคยเจอหนังปลาทอดกรอบอร่อยมากต้องการบอกให้ใครสักคนรู้ว่ามันอร่อยจนเก็บไว้กับตัวเองไม่ได้ละเลยซื้อให้คนข้างบ้าน555555คนข้างบ้านงงว่าซื้อมาให้ทำไมไปเที่ยวมาหรอนี่บอกไม่ใช่ค่ะหนูซื้อมาจากในห้างเขางงกว่าเดิม
,0,ทั่วไป,อิบิ้งช่วงนี้บิ้ววงแตกทั้งวันทริกเกอร์กับคำว่าท้ายสุดสุดท้ายfinaleปิดฉากสุดๆ555555555555555
,0,ทั่วไป,แอบตอบยากเหมือนกันเวลามีคนถามว่าเป้าหมายหรือความฝันสูงสุดคืออะไรเพราะรู้สึกว่าความชอบเปลี่ยนไปตลอดเวลาทุกเดือนต้องวางแผนชีวิตใหม่อยู่ตลอดเจอสิ่งน่าสนใจตรงไหนก็คว้าไว้เป็นโอกาสชอบก็ทำไม่ชอบก็พยายามเลี่ยง
,0,ทั่วไป,ตอนเด็กเกลียดช่อง'ความสามารถพิเศษ'มากเพราะสังคมทำให้เรารู้สึกว่าไอที่เราทำได้ดีมันอาจไม่ได้พิเศษใครๆก็ทำได้ต้องเฉิดฉายในด้านนั้นมากๆจนคนอื่นมองเห็นถึงจะสามารถเขียนสิ่งนั้นลงไปได้อ่ะเหมือนเราชอบวาดรูปก็ไม่กล้าเขียนว่าค.สามารถพิเศษคือวาดรูปเพราะในห้องมีคนที่วาดเก่งกว่าอ่ะ
,0,ทั่วไป,"Allmylove,lifeandsoul..R."
,0,ทั่วไป,summerwithrosé#ROSÉ#로제
,0,ทั่วไป,ลักษณะของคนที่มีโอกาสจะได้ทะลุไปในนิยายที่อ่าน1พักผ่อนไม่เพียงพอ2เดินข้ามถนนไม่ระวัง3กินอาหารที่มีลักษณะชิ้นใหญ่แล้วไม่เตรียมน้ำไว้4อ่านนิยายแล้วด่านขว่าทำไมไม่กลบหลุมให้ดีอย่าลืมนอนวันละ8แก้วกินน้ำวันละ8ชั่วโมงนะคะ99คนใน100ส่วนใหญ่วูบแล้วทะลุไปเลย
,0,ทั่วไป,ใครกำลังเครียดอยากดูอะไรเบาสมองแนะนำไอจีนี้สัมภาษณ์คู่รักว่าเจอกันได้ยังไง/เดทแรกเป็นไง/ให้คำแนะนำด้านค.รักหน่อยชอบตรงที่คนสัมฯฟังคำตอบแล้วก็เอามาถามต่อไม่ได้เตี๊ยมคำถามมา1234แต่ละคู่มีชื่อคลิปเป็นของตัวเองหากใครไม่เก่งภาษาอังกฤษเขามีซับให้อ่านฝึกภาษาได้ด้วย
